date,yyyymm,Rfree,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other,NoDur_excess,Durbl_excess,Manuf_excess,Enrgy_excess,HiTec_excess,Telcm_excess,Shops_excess,Hlth_excess,Utils_excess,Other_excess,dp,ep,b/m,tbl,lty,tms,dfy,ntis,infl,ltr,dfr,svar,CRSP_SPvw,CRSP_SPvwx,dp_lag1,ep_lag1,b/m_lag1,tbl_lag1,lty_lag1,tms_lag1,dfy_lag1,ntis_lag1,infl_lag1,ltr_lag1,dfr_lag1,svar_lag1,CRSP_SPvw_lag1,CRSP_SPvwx_lag1
1927-11-01,192711,0.0021,0.0632,0.0641,0.1085,0.042,0.1076,0.0283,0.1169,0.0368,0.0633,0.045,0.0611,0.062,0.1064,0.0399,0.1055,0.0262,0.1148,0.0347,0.0612,0.0429,-3.122543,-2.738218,0.379396,0.0304,0.032,0.0016,0.0086,0.08227,-0.005747,0.0097,-0.0029,0.00093,0.070546,0.06427,-3.06565,-2.662875,0.413801,0.0308,0.0325,0.0017,0.0087,0.09437,0.00578,0.0099,-0.0044,0.001559,-0.046804,-0.048959
1927-12-01,192712,0.0022,0.025,0.0778,0.0308,-0.0024,0.0124,0.0133,-0.0068,-0.0047,0.0224,0.0195,0.0228,0.0756,0.0286,-0.0046,0.0102,0.0111,-0.009,-0.0069,0.0202,0.0173,-3.132667,-2.766942,0.374689,0.0317,0.0316,-0.0001,0.0086,0.076471,0.0,0.0072,-0.0004,0.000604,0.019295,0.014403,-3.122543,-2.738218,0.379396,0.0304,0.032,0.0016,0.0086,0.08227,-0.005747,0.0097,-0.0029,0.00093,0.070546,0.06427
1928-01-01,192801,0.0025,0.0047,-0.0334,-0.0057,-0.0188,-0.0039,0.0029,-0.0088,0.027,0.0588,-0.0095,0.0022,-0.0359,-0.0082,-0.0213,-0.0064,0.0004,-0.0113,0.0245,0.0563,-0.012,-3.118894,-2.741324,0.37867,0.0331,0.0321,-0.001,0.0089,0.062601,0.0,-0.0036,0.0063,0.000861,-0.007182,-0.0092,-3.132667,-2.766942,0.374689,0.0317,0.0316,-0.0001,0.0086,0.076471,0.0,0.0072,-0.0004,0.000604,0.019295,0.014403
1928-02-01,192802,0.0033,-0.0397,0.0128,-0.0189,-0.0018,-0.0046,-0.003,-0.0112,-0.0344,-0.0077,-0.0201,-0.043,0.0095,-0.0222,-0.0051,-0.0079,-0.0063,-0.0145,-0.0377,-0.011,-0.0234,-3.092631,-2.704291,0.386077,0.0333,0.0318,-0.0015,0.0087,0.055172,-0.011561,0.0061,0.0007,0.000691,-0.012549,-0.016679,-3.118894,-2.741324,0.37867,0.0331,0.0321,-0.001,0.0089,0.062601,0.0,-0.0036,0.0063,0.000861,-0.007182,-0.0092
1928-03-01,192803,0.0029,0.044,0.275,0.0825,0.0562,0.1944,0.0197,0.0847,0.0994,0.0665,0.0599,0.0411,0.2721,0.0796,0.0533,0.1915,0.0168,0.0818,0.0965,0.0636,0.057,-3.18698,-2.788289,0.363255,0.0327,0.0317,-0.001,0.0086,0.054364,0.0,0.0045,-0.0004,0.001381,0.105752,0.101652,-3.092631,-2.704291,0.386077,0.0333,0.0318,-0.0015,0.0087,0.055172,-0.011561,0.0061,0.0007,0.000691,-0.012549,-0.016679
1928-04-01,192804,0.0022,-0.0048,0.0146,0.0151,0.1525,0.0223,0.0313,0.0002,0.0235,0.1096,0.0433,-0.007,0.0124,0.0129,0.1503,0.0201,0.0291,-0.002,0.0213,0.1074,0.0411,-3.210431,-2.800832,0.368095,0.0362,0.0319,-0.0043,0.0087,0.049372,0.0,-0.0004,0.0018,0.001488,0.034725,0.032715,-3.18698,-2.788289,0.363255,0.0327,0.0317,-0.001,0.0086,0.054364,0.0,0.0045,-0.0004,0.001381,0.105752,0.101652
1928-05-01,192805,0.0032,0.009,0.0565,0.0352,-0.0535,0.023,0.0657,0.0381,0.093,0.015,-0.0001,0.0058,0.0533,0.032,-0.0567,0.0198,0.0625,0.0349,0.0898,0.0118,-0.0033,-3.214759,-2.795243,0.354397,0.039,0.0327,-0.0063,0.0093,0.047187,0.005848,-0.0077,-0.0001,0.001899,0.012325,0.007422,-3.210431,-2.800832,0.368095,0.0362,0.0319,-0.0043,0.0087,0.049372,0.0,-0.0004,0.0018,0.001488,0.034725,0.032715
1928-06-01,192806,0.0031,-0.044,-0.0413,-0.0495,-0.0408,-0.05,-0.0521,-0.034,-0.0312,-0.0344,-0.0444,-0.0471,-0.0444,-0.0526,-0.0439,-0.0531,-0.0552,-0.0371,-0.0343,-0.0375,-0.0475,-3.16511,-2.735254,0.3703,0.0392,0.0326,-0.0066,0.0098,0.050297,-0.005814,0.0041,-0.0065,0.003645,-0.03433,-0.038725,-3.214759,-2.795243,0.354397,0.039,0.0327,-0.0063,0.0093,0.047187,0.005848,-0.0077,-0.0001,0.001899,0.012325,0.007422
1928-07-01,192807,0.0032,0.0168,0.0098,0.0199,0.0105,0.0065,-0.0128,0.0545,0.024,-0.0123,-0.0035,0.0136,0.0066,0.0167,0.0073,0.0033,-0.016,0.0513,0.0208,-0.0155,-0.0067,-3.169302,-2.729377,0.360648,0.0412,0.0344,-0.0068,0.0097,0.059377,0.0,-0.0217,0.0207,0.001675,0.010117,0.008278,-3.16511,-2.735254,0.3703,0.0392,0.0326,-0.0066,0.0098,0.050297,-0.005814,0.0041,-0.0065,0.003645,-0.03433,-0.038725
1928-08-01,192808,0.0032,0.0611,0.091,0.0868,0.0241,0.0975,0.0455,0.1356,0.1472,0.0648,0.0475,0.0579,0.0878,0.0836,0.0209,0.0943,0.0423,0.1324,0.144,0.0616,0.0443,-3.232747,-2.783671,0.32403,0.0436,0.0341,-0.0095,0.0097,0.057396,0.0,0.0076,0.0007,0.001229,0.07023,0.065514,-3.169302,-2.729377,0.360648,0.0412,0.0344,-0.0068,0.0097,0.059377,0.0,-0.0217,0.0207,0.001675,0.010117,0.008278
1928-09-01,192809,0.0027,0.0117,0.0789,0.0418,0.0534,0.0067,0.0014,0.0016,-0.0114,0.0379,0.0109,0.009,0.0762,0.0391,0.0507,0.004,-0.0013,-0.0011,-0.0141,0.0352,0.0082,-3.248318,-2.790435,0.328166,0.0457,0.0346,-0.0111,0.0098,0.027977,0.011696,-0.0041,0.0071,0.00065,0.022409,0.019937,-3.232747,-2.783671,0.32403,0.0436,0.0341,-0.0095,0.0097,0.057396,0.0,0.0076,0.0007,0.001229,0.07023,0.065514
1928-10-01,192810,0.0041,0.009,0.0007,0.0433,0.0204,0.0185,0.0297,0.0589,0.0005,-0.0191,-0.005,0.0049,-0.0034,0.0392,0.0163,0.0144,0.0256,0.0548,-0.0036,-0.0232,-0.0091,-3.25468,-2.787459,0.308931,0.047,0.0336,-0.0134,0.0097,0.034017,-0.00578,0.0158,-0.0075,0.000679,0.013839,0.012055,-3.248318,-2.790435,0.328166,0.0457,0.0346,-0.0111,0.0098,0.027977,0.011696,-0.0041,0.0071,0.00065,0.022409,0.019937
1928-11-01,192811,0.0038,0.0659,0.0453,0.131,0.1728,0.1956,0.0668,0.1531,0.0505,0.2201,0.1,0.0621,0.0415,0.1272,0.169,0.1918,0.063,0.1493,0.0467,0.2163,0.0962,-3.360085,-2.884377,0.265526,0.0426,0.0338,-0.0088,0.0097,0.03837,0.0,0.0003,-0.0039,0.001523,0.122975,0.116704,-3.25468,-2.787459,0.308931,0.047,0.0336,-0.0134,0.0097,0.034017,-0.00578,0.0158,-0.0075,0.000679,0.013839,0.012055
1928-12-01,192812,0.0006,-0.0031,-0.0122,0.0314,-0.0436,0.0723,-0.0036,-0.0132,-0.0046,0.0154,0.0039,-0.0037,-0.0128,0.0308,-0.0442,0.0717,-0.0042,-0.0138,-0.0052,0.0148,0.0033,-3.355051,-2.870448,0.259667,0.0426,0.034,-0.0086,0.0099,0.063069,-0.005814,0.0004,0.008,0.004077,0.006232,0.002888,-3.360085,-2.884377,0.265526,0.0426,0.0338,-0.0088,0.0097,0.03837,0.0,0.0003,-0.0039,0.001523,0.122975,0.116704
1929-01-01,192901,0.0034,0.0322,0.0131,0.1101,-0.0759,0.1046,0.1338,-0.0388,0.0341,0.133,0.0559,0.0288,0.0097,0.1067,-0.0793,0.1012,0.1304,-0.0422,0.0307,0.1296,0.0525,-3.398869,-2.912289,0.245347,0.0466,0.0349,-0.0117,0.0101,0.078449,0.0,-0.009,0.0133,0.001701,0.055473,0.053892,-3.355051,-2.870448,0.259667,0.0426,0.034,-0.0086,0.0099,0.063069,-0.005814,0.0004,0.008,0.004077,0.006232,0.002888
1929-02-01,192902,0.0036,-0.0254,0.0,0.0342,-0.0017,-0.0113,-0.0115,-0.0241,0.0004,-0.0199,0.0004,-0.029,-0.0036,0.0306,-0.0053,-0.0149,-0.0151,-0.0277,-0.0032,-0.0235,-0.0032,-3.381464,-2.892954,0.245424,0.0439,0.0363,-0.0076,0.01,0.071783,0.0,-0.0157,0.0187,0.00267,-0.004874,-0.008075,-3.398869,-2.912289,0.245347,0.0466,0.0349,-0.0117,0.0101,0.078449,0.0,-0.009,0.0133,0.001701,0.055473,0.053892
1929-03-01,192903,0.0034,-0.0466,-0.0188,-0.0184,0.1114,0.0484,0.0432,-0.0513,-0.015,-0.0318,-0.022,-0.05,-0.0222,-0.0218,0.108,0.045,0.0398,-0.0547,-0.0184,-0.0352,-0.0254,-3.367688,-2.876601,0.2723,0.046,0.0377,-0.0083,0.0109,0.079805,-0.005848,-0.0144,0.0057,0.003611,0.000154,-0.003213,-3.381464,-2.892954,0.245424,0.0439,0.0363,-0.0076,0.01,0.071783,0.0,-0.0157,0.0187,0.00267,-0.004874,-0.008075
1929-04-01,192904,0.0036,0.0178,-0.0098,0.023,0.0074,0.0178,0.0339,0.0376,0.0148,0.0502,0.0073,0.0142,-0.0134,0.0194,0.0038,0.0142,0.0303,0.034,0.0112,0.0466,0.0037,-3.37232,-2.879407,0.263397,0.048,0.0358,-0.0122,0.0111,0.099323,-0.005882,0.0275,-0.0256,0.002304,0.019559,0.018234,-3.367688,-2.876601,0.2723,0.046,0.0377,-0.0083,0.0109,0.079805,-0.005848,-0.0144,0.0057,0.003611,0.000154,-0.003213
1929-05-01,192905,0.0044,-0.0394,-0.1516,-0.0979,-0.0559,0.0034,-0.0877,-0.0867,-0.0789,0.0468,-0.0029,-0.0438,-0.156,-0.1023,-0.0603,-0.001,-0.0921,-0.0911,-0.0833,0.0424,-0.0073,-3.317413,-2.822717,0.282775,0.0509,0.0373,-0.0136,0.011,0.117987,0.005917,-0.0162,0.0207,0.00476,-0.041281,-0.046101,-3.37232,-2.879407,0.263397,0.048,0.0358,-0.0122,0.0111,0.099323,-0.005882,0.0275,-0.0256,0.002304,0.019559,0.018234
1929-06-01,192906,0.0052,0.0533,0.0701,0.1328,0.0114,0.1721,0.138,0.0951,0.0453,0.2348,0.058,0.0481,0.0649,0.1276,0.0062,0.1669,0.1328,0.0899,0.0401,0.2296,0.0528,-3.412851,-2.916414,0.253581,0.048,0.0367,-0.0113,0.0117,0.116197,0.005882,0.011,-0.0156,0.00134,0.112293,0.109584,-3.317413,-2.822717,0.282775,0.0509,0.0373,-0.0136,0.011,0.117987,0.005917,-0.0162,0.0207,0.00476,-0.041281,-0.046101
1929-07-01,192907,0.0033,0.0322,-0.0297,0.0424,0.0017,0.0924,0.1368,0.0104,0.026,0.0917,0.0658,0.0289,-0.033,0.0391,-0.0016,0.0891,0.1335,0.0071,0.0227,0.0884,0.0625,-3.446531,-2.948394,0.241875,0.0455,0.0369,-0.0086,0.0118,0.110688,0.011696,0.0,0.002,0.001282,0.050014,0.048186,-3.412851,-2.916414,0.253581,0.048,0.0367,-0.0113,0.0117,0.116197,0.005882,0.011,-0.0156,0.00134,0.112293,0.109584
1929-08-01,192908,0.004,0.0476,0.0303,0.0938,0.1137,0.1254,0.1098,0.0782,0.0313,0.0901,0.0767,0.0436,0.0263,0.0898,0.1097,0.1214,0.1058,0.0742,0.0273,0.0861,0.0727,-3.529203,-3.029405,0.221124,0.047,0.0375,-0.0095,0.0125,0.115277,0.0,-0.0034,0.0054,0.003382,0.094871,0.090733,-3.446531,-2.948394,0.241875,0.0455,0.0369,-0.0086,0.0118,0.110688,0.011696,0.0,0.002,0.001282,0.050014,0.048186
1929-09-01,192909,0.0035,-0.0356,-0.0837,-0.0718,-0.0304,-0.0756,-0.0138,-0.0548,-0.0704,0.0092,-0.0631,-0.0391,-0.0872,-0.0753,-0.0339,-0.0791,-0.0173,-0.0583,-0.0739,0.0057,-0.0666,-3.468392,-2.966972,0.244868,0.0458,0.0375,-0.0083,0.0132,0.12139,0.0,0.0027,0.0007,0.003392,-0.050941,-0.053046,-3.529203,-3.029405,0.221124,0.047,0.0375,-0.0095,0.0125,0.115277,0.0,-0.0034,0.0054,0.003382,0.094871,0.090733
1929-10-01,192910,0.0046,-0.1075,-0.2899,-0.1974,-0.1017,-0.2777,-0.1539,-0.24,-0.1804,-0.2972,-0.1207,-0.1121,-0.2945,-0.202,-0.1063,-0.2823,-0.1585,-0.2446,-0.185,-0.3018,-0.1253,-3.235578,-2.731936,0.307484,0.0437,0.0347,-0.009,0.0134,0.159613,0.0,0.0382,-0.0309,0.053508,-0.18615,-0.188115,-3.468392,-2.966972,0.244868,0.0458,0.0375,-0.0083,0.0132,0.12139,0.0,0.0027,0.0007,0.003392,-0.050941,-0.053046
1929-11-01,192911,0.0037,-0.0845,-0.1735,-0.1403,-0.0639,-0.1924,-0.0947,-0.1233,-0.0785,-0.1537,-0.0943,-0.0882,-0.1772,-0.144,-0.0676,-0.1961,-0.0984,-0.127,-0.0822,-0.1574,-0.098,-3.081528,-2.576343,0.351956,0.0347,0.0331,-0.0016,0.0127,0.177041,0.0,0.0236,-0.0254,0.036449,-0.125359,-0.130374,-3.235578,-2.731936,0.307484,0.0437,0.0347,-0.009,0.0134,0.159613,0.0,0.0382,-0.0309,0.053508,-0.18615,-0.188115
1929-12-01,192912,0.0037,0.0066,0.0492,0.0149,-0.0117,0.108,0.0106,-0.0605,0.0109,0.0816,-0.0074,0.0029,0.0455,0.0112,-0.0154,0.1043,0.0069,-0.0642,0.0072,0.0779,-0.0111,-3.096184,-2.58949,0.338458,0.0303,0.034,0.0037,0.0128,0.163522,-0.00578,-0.0089,0.0281,0.010215,0.027753,0.023571,-3.081528,-2.576343,0.351956,0.0347,0.0331,-0.0016,0.0127,0.177041,0.0,0.0236,-0.0254,0.036449,-0.125359,-0.130374
1930-01-01,193001,0.0014,0.0577,0.0596,0.0691,-0.0075,0.1061,0.012,0.0474,0.0255,0.0851,0.0513,0.0563,0.0582,0.0677,-0.0089,0.1047,0.0106,0.046,0.0241,0.0837,0.0499,-3.155957,-2.683561,0.314816,0.0339,0.0347,0.0008,0.0126,0.153316,-0.005814,-0.0057,0.0116,0.001433,0.059632,0.057032,-3.096184,-2.58949,0.338458,0.0303,0.034,0.0037,0.0128,0.163522,-0.00578,-0.0089,0.0281,0.010215,0.027753,0.023571
1930-02-01,193002,0.003,0.0219,0.0244,0.0214,-0.0451,0.0775,0.0706,-0.0514,0.0229,0.0865,0.0327,0.0189,0.0214,0.0184,-0.0481,0.0745,0.0676,-0.0544,0.0199,0.0835,0.0297,-3.176303,-2.740132,0.310206,0.0336,0.0339,0.0003,0.012,0.159257,-0.005848,0.0129,-0.0057,0.001725,0.026041,0.021516,-3.155957,-2.683561,0.314816,0.0339,0.0347,0.0008,0.0126,0.153316,-0.005814,-0.0057,0.0116,0.001433,0.059632,0.057032
1930-03-01,193003,0.0035,0.0213,0.1137,0.0688,0.1807,0.0815,0.0888,-0.0245,0.0637,0.0985,0.0473,0.0178,0.1102,0.0653,0.1772,0.078,0.0853,-0.028,0.0602,0.095,0.0438,-3.252345,-2.852897,0.319119,0.0295,0.0335,0.004,0.0111,0.145497,-0.005882,0.0083,0.0055,0.001504,0.072348,0.069351,-3.176303,-2.740132,0.310206,0.0336,0.0339,0.0003,0.012,0.159257,-0.005848,0.0129,-0.0057,0.001725,0.026041,0.021516
1930-04-01,193004,0.0021,0.0054,-0.0783,-0.0739,0.0646,0.0197,-0.0452,0.0263,-0.0127,0.0331,-0.0639,0.0033,-0.0804,-0.076,0.0625,0.0176,-0.0473,0.0242,-0.0148,0.031,-0.066,-3.241931,-2.880541,0.326971,0.03,0.0338,0.0038,0.011,0.129682,0.005917,-0.0016,0.01,0.001934,-0.013938,-0.015867,-3.252345,-2.852897,0.319119,0.0295,0.0335,0.004,0.0111,0.145497,-0.005882,0.0083,0.0055,0.001504,0.072348,0.069351
1930-05-01,193005,0.0026,0.0134,0.042,-0.0179,-0.0373,-0.044,0.004,-0.0017,-0.0152,-0.0128,-0.01,0.0108,0.0394,-0.0205,-0.0399,-0.0466,0.0014,-0.0043,-0.0178,-0.0154,-0.0126,-3.224404,-2.903359,0.331916,0.0241,0.0329,0.0088,0.0112,0.124928,-0.005882,0.0139,-0.0082,0.004693,-0.011148,-0.015304,-3.241931,-2.880541,0.326971,0.03,0.0338,0.0038,0.011,0.129682,0.005917,-0.0016,0.01,0.001934,-0.013938,-0.015867
1930-06-01,193006,0.0027,-0.1106,-0.2235,-0.1613,-0.1551,-0.1975,-0.0832,-0.1629,-0.1193,-0.193,-0.1188,-0.1133,-0.2262,-0.164,-0.1578,-0.2002,-0.0859,-0.1656,-0.122,-0.1957,-0.1215,-3.04379,-2.76383,0.403375,0.0189,0.0328,0.0139,0.0121,0.131003,-0.005917,0.0051,0.0059,0.014448,-0.155715,-0.159182,-3.224404,-2.903359,0.331916,0.0241,0.0329,0.0088,0.0112,0.124928,-0.005882,0.0139,-0.0082,0.004693,-0.011148,-0.015304
1930-07-01,193007,0.002,0.0313,0.1211,0.0475,0.0519,0.0407,0.0127,0.0269,0.0652,0.0408,0.0342,0.0293,0.1191,0.0455,0.0499,0.0387,0.0107,0.0249,0.0632,0.0388,0.0322,-3.07897,-2.841784,0.390188,0.0183,0.0327,0.0144,0.0125,0.140552,-0.011905,0.0034,0.0022,0.00492,0.038713,0.036395,-3.04379,-2.76383,0.403375,0.0189,0.0328,0.0139,0.0121,0.131003,-0.005917,0.0051,0.0059,0.014448,-0.155715,-0.159182
1930-08-01,193008,0.0009,0.0201,-0.0189,-0.0006,-0.0315,0.0221,0.0174,0.0499,0.0777,0.0119,-0.0038,0.0192,-0.0198,-0.0015,-0.0324,0.0212,0.0165,0.049,0.0768,0.011,-0.0047,-3.085564,-2.893934,0.379752,0.0153,0.0328,0.0175,0.0126,0.121496,-0.006024,0.0013,0.0123,0.00405,0.011266,0.006691,-3.07897,-2.841784,0.390188,0.0183,0.0327,0.0144,0.0125,0.140552,-0.011905,0.0034,0.0022,0.00492,0.038713,0.036395
1930-09-01,193009,0.0022,-0.0891,-0.1681,-0.1444,-0.1552,-0.1831,-0.053,-0.1094,-0.0875,-0.1194,-0.106,-0.0913,-0.1703,-0.1466,-0.1574,-0.1853,-0.0552,-0.1116,-0.0897,-0.1216,-0.1082,-2.945381,-2.800406,0.445583,0.0177,0.0324,0.0147,0.0123,0.127202,0.006061,0.0074,0.0034,0.003738,-0.123549,-0.127635,-3.085564,-2.893934,0.379752,0.0153,0.0328,0.0175,0.0126,0.121496,-0.006024,0.0013,0.0123,0.00405,0.011266,0.006691
1930-10-01,193010,0.0009,-0.0498,-0.1164,-0.0961,-0.0843,-0.1735,-0.0412,-0.0863,-0.0437,-0.0829,-0.0845,-0.0507,-0.1173,-0.097,-0.0852,-0.1744,-0.0421,-0.0872,-0.0446,-0.0838,-0.0854,-2.851617,-2.755498,0.497955,0.0174,0.0324,0.015,0.0152,0.129491,-0.006024,0.0035,0.0019,0.012877,-0.08368,-0.086394,-2.945381,-2.800406,0.445583,0.0177,0.0324,0.0147,0.0123,0.127202,0.006061,0.0074,0.0034,0.003738,-0.123549,-0.127635
1930-11-01,193011,0.0013,0.0018,0.0533,-0.0034,-0.0374,-0.0324,-0.0327,0.0278,-0.0311,-0.0876,-0.0517,0.0005,0.052,-0.0047,-0.0387,-0.0337,-0.034,0.0265,-0.0324,-0.0889,-0.053,-2.828613,-2.784854,0.504671,0.014,0.0322,0.0182,0.0178,0.137753,-0.006061,0.0042,-0.0054,0.00716,-0.019736,-0.024113,-2.851617,-2.755498,0.497955,0.0174,0.0324,0.015,0.0152,0.129491,-0.006024,0.0035,0.0019,0.012877,-0.08368,-0.086394
1930-12-01,193012,0.0014,-0.0462,-0.0127,-0.0825,-0.1252,-0.1078,-0.0379,-0.1345,-0.0692,-0.0368,-0.0889,-0.0476,-0.0141,-0.0839,-0.1266,-0.1092,-0.0393,-0.1359,-0.0706,-0.0382,-0.0903,-2.750667,-2.760923,0.554745,0.0148,0.033,0.0182,0.0219,0.113887,-0.018293,-0.007,-0.002,0.008166,-0.071479,-0.077707,-2.828613,-2.784854,0.504671,0.014,0.0322,0.0182,0.0178,0.137753,-0.006061,0.0042,-0.0054,0.00716,-0.019736,-0.024113
1931-01-01,193101,0.0015,0.0538,0.0802,0.0352,0.0586,0.0525,0.0479,0.072,0.0824,0.0561,0.1196,0.0523,0.0787,0.0337,0.0571,0.051,0.0464,0.0705,0.0809,0.0546,0.1181,-2.812065,-2.840073,0.539152,0.0124,0.0343,0.0219,0.0199,0.089721,-0.012422,-0.0121,0.0324,0.005224,0.059527,0.056729,-2.750667,-2.760923,0.554745,0.0148,0.033,0.0182,0.0219,0.113887,-0.018293,-0.007,-0.002,0.008166,-0.071479,-0.077707
